marital_status;hours_per_week;age;education;income
Married-civ-spouse;40;50.0;Masters;>50K
Never-married;30;26.0;HS-grad;<=50K
Married-civ-spouse;40;53.0;Bachelors;>50K
Widowed;32;64.0;HS-grad;<=50K
Married-civ-spouse;50;58.0;11th;<=50K
Married-civ-spouse;50;51.0;HS-grad;<=50K
Divorced;50;44.0;Some-college;<=50K
Married-civ-spouse;43;38.0;HS-grad;<=50K
Never-married;27;20.0;Some-college;<=50K
Married-civ-spouse;40;46.0;HS-grad;<=50K
Married-spouse-absent;50;48.0;Masters;>50K
Married-civ-spouse;40;30.0;HS-grad;<=50K
Married-civ-spouse;15;67.0;HS-grad;<=50K
Never-married;65;43.0;Some-college;<=50K
Never-married;38;23.0;Bachelors;<=50K
Married-spouse-absent;40;33.0;1st-4th;<=50K
Never-married;40;30.0;HS-grad;<=50K
Separated;35;50.0;HS-grad;<=50K
Never-married;37;54.0;Masters;<=50K
Divorced;40;64.0;HS-grad;<=50K
Never-married;40;50.0;Some-college;<=50K
Never-married;30;17.0;12th;<=50K
Married-civ-spouse;40;63.0;Some-college;>50K
Married-civ-spouse;50;35.0;Some-college;>50K
Married-civ-spouse;50;26.0;Bachelors;<=50K
Married-civ-spouse;40;35.0;HS-grad;<=50K
Married-civ-spouse;48;40.0;Bachelors;>50K
Married-civ-spouse;40;53.0;Bachelors;>50K
Never-married;40;47.0;Preschool;<=50K
Married-civ-spouse;55;66.0;Prof-school;>50K
Never-married;52;28.0;5th-6th;<=50K
Married-civ-spouse;40;57.0;11th;<=50K
Married-civ-spouse;40;32.0;Some-college;<=50K
Married-civ-spouse;40;25.0;Some-college;<=50K
Widowed;8;69.0;HS-grad;<=50K
Married-civ-spouse;45;29.0;10th;>50K
Never-married;38;48.0;Bachelors;>50K
Never-married;55;31.0;Prof-school;<=50K
Never-married;25;24.0;Some-college;<=50K
Divorced;40;54.0;Some-college;<=50K
Married-civ-spouse;65;41.0;Assoc-voc;<=50K
Married-civ-spouse;40;43.0;HS-grad;>50K
Married-civ-spouse;40;33.0;10th;<=50K
Married-civ-spouse;40;23.0;Assoc-voc;<=50K
Never-married;40;35.0;Some-college;<=50K
Never-married;72;67.0;Masters;>50K
Married-civ-spouse;50;35.0;Bachelors;>50K
Divorced;40;39.0;Bachelors;<=50K
Divorced;50;42.0;HS-grad;<=50K
Never-married;40;32.0;Some-college;<=50K
Married-civ-spouse;45;42.0;Some-college;<=50K
Married-civ-spouse;50;43.0;Bachelors;>50K
Married-civ-spouse;40;46.0;Some-college;<=50K
Married-civ-spouse;40;63.0;10th;<=50K
Married-civ-spouse;60;27.0;HS-grad;>50K
Married-civ-spouse;50;29.0;Some-college;<=50K
Married-civ-spouse;99;49.0;10th;>50K
Divorced;60;29.0;HS-grad;<=50K
Never-married;40;31.0;Masters;<=50K
Married-civ-spouse;40;50.0;HS-grad;<=50K
Married-civ-spouse;99;40.0;Bachelors;>50K
Never-married;40;34.0;HS-grad;<=50K
Separated;36;40.0;11th;<=50K
Never-married;50;30.0;HS-grad;>50K
Never-married;24;19.0;Some-college;<=50K
Divorced;48;37.0;Assoc-voc;<=50K
Married-civ-spouse;65;49.0;Some-college;<=50K
Never-married;25;19.0;11th;<=50K
Married-civ-spouse;60;46.0;Some-college;>50K
Divorced;37;41.0;Bachelors;<=50K
Divorced;43;41.0;Assoc-voc;<=50K
Never-married;50;35.0;Bachelors;>50K
Widowed;16;64.0;11th;<=50K
Never-married;40;23.0;HS-grad;<=50K
Married-civ-spouse;40;49.0;Some-college;>50K
Never-married;40;41.0;HS-grad;<=50K
Married-civ-spouse;30;67.0;Bachelors;<=50K
Married-civ-spouse;40;61.0;HS-grad;<=50K
Never-married;40;23.0;HS-grad;<=50K
Married-civ-spouse;40;41.0;Bachelors;>50K
Never-married;40;27.0;Some-college;<=50K
Married-civ-spouse;45;50.0;Some-college;>50K
Married-civ-spouse;40;32.0;Some-college;>50K
Married-civ-spouse;45;35.0;Some-college;<=50K
Married-civ-spouse;55;50.0;Some-college;<=50K
Never-married;3;36.0;Assoc-voc;<=50K
Married-civ-spouse;40;31.0;HS-grad;<=50K
Never-married;40;54.0;HS-grad;>50K
Never-married;40;30.0;HS-grad;<=50K
Divorced;44;23.0;HS-grad;<=50K
Married-civ-spouse;50;44.0;Bachelors;>50K
Married-spouse-absent;40;18.0;Some-college;<=50K
Never-married;40;32.0;Bachelors;<=50K
Married-civ-spouse;45;39.0;HS-grad;>50K
Never-married;40;24.0;Some-college;<=50K
Married-civ-spouse;16;65.0;Masters;<=50K
Married-civ-spouse;50;35.0;Bachelors;>50K
Never-married;30;25.0;Bachelors;<=50K
Married-civ-spouse;40;39.0;HS-grad;<=50K
Separated;35;22.0;10th;<=50K
Never-married;60;48.0;Doctorate;>50K
Married-civ-spouse;50;30.0;Bachelors;<=50K
Married-civ-spouse;40;39.0;HS-grad;<=50K
Never-married;40;32.0;Some-college;<=50K
Never-married;40;23.0;HS-grad;<=50K
Married-civ-spouse;60;56.0;Masters;>50K
Divorced;40;57.0;Some-college;<=50K
Married-civ-spouse;54;21.0;Some-college;<=50K
Married-civ-spouse;40;45.0;Assoc-voc;<=50K
Divorced;30;35.0;HS-grad;<=50K
Separated;40;46.0;Masters;<=50K
Married-civ-spouse;45;27.0;Some-college;<=50K
Never-married;39;26.0;HS-grad;<=50K
Never-married;40;28.0;Bachelors;<=50K
Married-civ-spouse;40;52.0;HS-grad;<=50K
Never-married;40;37.0;Some-college;<=50K
Married-civ-spouse;15;63.0;Some-college;<=50K
Married-civ-spouse;40;36.0;HS-grad;>50K
Married-civ-spouse;84;45.0;HS-grad;<=50K
Married-civ-spouse;34;53.0;HS-grad;<=50K
Never-married;45;47.0;Bachelors;<=50K
Never-married;38;29.0;HS-grad;<=50K
Divorced;40;47.0;7th-8th;<=50K
Married-civ-spouse;40;49.0;HS-grad;>50K
Married-civ-spouse;40;40.0;Bachelors;<=50K
Married-civ-spouse;40;47.0;HS-grad;>50K
Married-civ-spouse;50;24.0;Some-college;>50K
Married-civ-spouse;40;37.0;Bachelors;>50K
Married-civ-spouse;50;40.0;HS-grad;>50K
Divorced;55;36.0;Bachelors;>50K
Separated;40;33.0;Some-college;<=50K
Married-civ-spouse;45;24.0;Some-college;<=50K
Married-spouse-absent;60;35.0;Doctorate;>50K
Never-married;50;22.0;HS-grad;<=50K
Married-civ-spouse;38;46.0;Bachelors;<=50K
Never-married;40;20.0;HS-grad;<=50K
Married-civ-spouse;25;69.0;Some-college;<=50K
Never-married;45;25.0;HS-grad;<=50K
Divorced;40;30.0;Assoc-acdm;<=50K
Never-married;40;25.0;Some-college;<=50K
Married-civ-spouse;40;40.0;HS-grad;>50K
Widowed;14;65.0;Some-college;<=50K
Never-married;12;24.0;Some-college;<=50K
Married-civ-spouse;40;45.0;Bachelors;<=50K
Married-civ-spouse;50;39.0;Some-college;>50K
Married-civ-spouse;40;40.0;Some-college;>50K
Never-married;40;20.0;Some-college;<=50K
Never-married;15;23.0;Some-college;<=50K
Never-married;40;37.0;Bachelors;>50K
Married-civ-spouse;40;42.0;Some-college;<=50K
Married-civ-spouse;48;45.0;Some-college;>50K
Never-married;40;38.0;10th;<=50K
Married-civ-spouse;55;44.0;Some-college;<=50K
Married-civ-spouse;45;38.0;Some-college;>50K
Never-married;48;38.0;Some-college;<=50K
Married-civ-spouse;17;49.0;Some-college;<=50K
Never-married;40;50.0;Some-college;<=50K
Never-married;30;24.0;HS-grad;<=50K
Married-civ-spouse;40;49.0;Masters;>50K
Never-married;30;24.0;Bachelors;<=50K
Married-civ-spouse;40;34.0;HS-grad;>50K
Never-married;45;27.0;Masters;<=50K
Never-married;40;39.0;Some-college;<=50K
Married-civ-spouse;50;38.0;Masters;>50K
Never-married;40;27.0;HS-grad;<=50K
Never-married;12;17.0;11th;<=50K
Divorced;40;35.0;Assoc-voc;<=50K
Married-civ-spouse;40;26.0;Some-college;<=50K
Never-married;15;18.0;11th;<=50K
Married-civ-spouse;42;50.0;HS-grad;>50K
Never-married;30;25.0;Bachelors;<=50K
Never-married;50;43.0;HS-grad;<=50K
Never-married;40;25.0;HS-grad;<=50K
Widowed;35;65.0;Some-college;<=50K
Divorced;45;37.0;Assoc-voc;>50K
Divorced;35;60.0;9th;<=50K
Divorced;35;50.0;Masters;<=50K
Never-married;40;25.0;HS-grad;<=50K
Married-civ-spouse;50;42.0;Bachelors;>50K
Married-civ-spouse;45;33.0;Bachelors;<=50K
Married-civ-spouse;50;33.0;Bachelors;>50K
Divorced;40;52.0;Some-college;<=50K
Married-civ-spouse;60;39.0;HS-grad;>50K
Never-married;43;30.0;Bachelors;<=50K
Never-married;40;23.0;HS-grad;<=50K
Married-civ-spouse;38;48.0;Some-college;>50K
Never-married;7;23.0;HS-grad;<=50K
Never-married;40;19.0;Some-college;<=50K
Married-civ-spouse;55;45.0;Some-college;<=50K
Divorced;40;40.0;10th;<=50K
Divorced;40;54.0;Some-college;<=50K
Married-civ-spouse;16;68.0;7th-8th;<=50K
Married-civ-spouse;40;47.0;5th-6th;>50K
Never-married;40;22.0;Some-college;<=50K
Never-married;32;36.0;Bachelors;<=50K
Never-married;8;21.0;Some-college;<=50K
Married-civ-spouse;40;55.0;Some-college;>50K
Married-civ-spouse;40;43.0;HS-grad;<=50K
Divorced;50;51.0;12th;<=50K
Never-married;40;23.0;Bachelors;<=50K
Never-married;56;33.0;Assoc-voc;<=50K
Married-civ-spouse;40;54.0;9th;<=50K
Never-married;40;29.0;Some-college;<=50K
Never-married;40;22.0;HS-grad;<=50K
Never-married;20;22.0;HS-grad;<=50K
Married-civ-spouse;55;27.0;Some-college;<=50K
Married-civ-spouse;40;59.0;HS-grad;>50K
Divorced;20;66.0;Some-college;<=50K
Never-married;40;25.0;Bachelors;<=50K
Divorced;45;62.0;Masters;<=50K
Widowed;32;67.0;9th;<=50K
Married-civ-spouse;40;51.0;Masters;>50K
Widowed;35;42.0;7th-8th;<=50K
Married-civ-spouse;50;24.0;Bachelors;<=50K
Divorced;54;53.0;Bachelors;<=50K
Married-civ-spouse;40;24.0;Assoc-acdm;<=50K
Never-married;30;20.0;HS-grad;<=50K
Never-married;40;26.0;HS-grad;<=50K
Never-married;40;21.0;HS-grad;<=50K
Divorced;40;34.0;Assoc-acdm;<=50K
Married-civ-spouse;40;46.0;Bachelors;>50K
Separated;40;58.0;Bachelors;>50K
Widowed;6;74.0;10th;<=50K
Never-married;35;19.0;HS-grad;<=50K
Never-married;10;30.0;HS-grad;<=50K
Never-married;20;21.0;Some-college;<=50K
Married-civ-spouse;50;31.0;Masters;<=50K
Never-married;32;27.0;Some-college;<=50K
Married-civ-spouse;60;33.0;Some-college;<=50K
Married-civ-spouse;40;56.0;HS-grad;<=50K
Married-civ-spouse;50;36.0;Some-college;>50K
Never-married;20;19.0;Some-college;<=50K
Married-spouse-absent;90;61.0;Assoc-acdm;<=50K
Married-civ-spouse;40;31.0;HS-grad;<=50K
Divorced;36;30.0;HS-grad;<=50K
Never-married;20;19.0;Some-college;<=50K
Married-civ-spouse;8;41.0;HS-grad;<=50K
Never-married;30;20.0;HS-grad;<=50K
Never-married;25;20.0;HS-grad;<=50K
Married-civ-spouse;65;35.0;HS-grad;>50K
Married-civ-spouse;45;40.0;Bachelors;>50K
Married-civ-spouse;44;46.0;Bachelors;<=50K
Never-married;40;20.0;HS-grad;<=50K
Never-married;40;39.0;Some-college;<=50K
Never-married;15;18.0;Some-college;<=50K
Married-civ-spouse;65;42.0;Some-college;<=50K
Never-married;40;25.0;HS-grad;<=50K
Married-civ-spouse;40;53.0;10th;<=50K
Married-civ-spouse;40;58.0;HS-grad;>50K
Never-married;40;25.0;Bachelors;<=50K
Married-civ-spouse;50;50.0;HS-grad;>50K
Divorced;30;42.0;HS-grad;<=50K
Never-married;55;35.0;HS-grad;<=50K
Divorced;40;38.0;Some-college;<=50K
Divorced;40;23.0;HS-grad;<=50K
Never-married;40;24.0;Bachelors;<=50K
Never-married;40;54.0;HS-grad;<=50K
Never-married;40;35.0;HS-grad;<=50K
Married-civ-spouse;60;37.0;Bachelors;>50K
Widowed;40;55.0;Bachelors;<=50K
Married-civ-spouse;40;26.0;11th;<=50K
Never-married;30;20.0;10th;<=50K
Married-civ-spouse;99;31.0;Prof-school;<=50K
Married-civ-spouse;40;26.0;HS-grad;<=50K
Married-civ-spouse;40;61.0;Some-college;<=50K
Separated;15;80.0;1st-4th;<=50K
Married-civ-spouse;20;55.0;Masters;>50K
Divorced;30;42.0;Assoc-voc;<=50K
Married-civ-spouse;30;70.0;HS-grad;<=50K
Married-civ-spouse;40;39.0;HS-grad;<=50K
Married-civ-spouse;50;36.0;Bachelors;>50K
Married-civ-spouse;40;50.0;HS-grad;<=50K
Never-married;40;19.0;Some-college;<=50K
Married-civ-spouse;40;50.0;Bachelors;>50K
Never-married;40;30.0;Bachelors;<=50K
Never-married;75;23.0;HS-grad;<=50K
Married-civ-spouse;40;58.0;Assoc-voc;>50K
Married-civ-spouse;45;44.0;Masters;>50K
Never-married;20;18.0;12th;<=50K
Never-married;30;19.0;12th;<=50K
Never-married;40;20.0;HS-grad;<=50K
Never-married;55;28.0;Bachelors;<=50K
Divorced;40;43.0;Assoc-voc;<=50K
Divorced;40;32.0;Some-college;<=50K
Married-civ-spouse;48;47.0;Some-college;>50K
Never-married;40;40.0;Some-college;<=50K
Never-married;15;20.0;Some-college;<=50K
Married-civ-spouse;55;52.0;HS-grad;<=50K
Never-married;40;22.0;Assoc-acdm;<=50K
Never-married;40;22.0;HS-grad;<=50K
Separated;60;40.0;HS-grad;>50K
Married-civ-spouse;40;58.0;HS-grad;<=50K
Never-married;45;24.0;Bachelors;<=50K
Widowed;40;51.0;7th-8th;<=50K
Married-civ-spouse;50;59.0;Some-college;>50K
Divorced;60;34.0;Bachelors;>50K
Married-civ-spouse;40;30.0;10th;<=50K
Widowed;11;66.0;10th;<=50K
Never-married;40;25.0;Some-college;<=50K
Divorced;40;45.0;HS-grad;<=50K
Never-married;40;21.0;HS-grad;<=50K
Separated;40;27.0;HS-grad;<=50K
Never-married;15;18.0;HS-grad;<=50K
Divorced;60;49.0;Masters;<=50K
Separated;50;27.0;HS-grad;<=50K
Never-married;40;23.0;Some-college;<=50K
Never-married;50;45.0;Some-college;<=50K
Never-married;48;36.0;Some-college;<=50K
Married-civ-spouse;40;40.0;Bachelors;>50K
Never-married;70;18.0;11th;<=50K
Separated;40;36.0;12th;<=50K
Married-civ-spouse;45;40.0;HS-grad;<=50K
Divorced;70;27.0;HS-grad;<=50K
Married-civ-spouse;40;26.0;Bachelors;<=50K
Never-married;25;17.0;11th;<=50K
Married-civ-spouse;35;40.0;Masters;>50K
Widowed;36;31.0;HS-grad;<=50K
Married-civ-spouse;50;43.0;Some-college;>50K
Married-civ-spouse;60;35.0;HS-grad;>50K
Married-civ-spouse;42;34.0;Some-college;>50K
Never-married;48;42.0;HS-grad;<=50K
Married-civ-spouse;48;56.0;Assoc-voc;>50K
Never-married;40;19.0;Some-college;<=50K
Never-married;9;23.0;Some-college;<=50K
Married-civ-spouse;60;45.0;Some-college;<=50K
Separated;20;65.0;HS-grad;<=50K
Never-married;45;25.0;HS-grad;<=50K
Married-spouse-absent;40;47.0;HS-grad;<=50K
Never-married;40;31.0;Bachelors;>50K
Never-married;40;20.0;HS-grad;<=50K
Married-civ-spouse;40;43.0;Some-college;>50K
Married-civ-spouse;40;24.0;Assoc-voc;<=50K
Never-married;35;19.0;HS-grad;<=50K
Divorced;40;31.0;Assoc-voc;<=50K
Married-civ-spouse;60;53.0;Some-college;>50K
Divorced;40;32.0;HS-grad;<=50K
Never-married;40;25.0;HS-grad;<=50K
Never-married;40;28.0;9th;<=50K
Married-civ-spouse;50;55.0;Assoc-voc;>50K
Never-married;20;22.0;HS-grad;<=50K
Married-civ-spouse;40;47.0;7th-8th;<=50K
Never-married;20;21.0;Some-college;<=50K
Never-married;40;24.0;Bachelors;<=50K
Married-civ-spouse;60;48.0;HS-grad;<=50K
Married-civ-spouse;40;41.0;Bachelors;>50K
Married-civ-spouse;40;33.0;HS-grad;<=50K
Married-civ-spouse;20;64.0;Masters;>50K
Never-married;40;29.0;HS-grad;<=50K
Divorced;43;42.0;HS-grad;>50K
Married-civ-spouse;40;31.0;HS-grad;<=50K
Widowed;20;71.0;HS-grad;<=50K
Never-married;35;22.0;Assoc-voc;<=50K
Never-married;12;19.0;HS-grad;<=50K
Married-civ-spouse;25;80.0;HS-grad;<=50K
Married-civ-spouse;40;42.0;HS-grad;<=50K
Divorced;60;46.0;Some-college;<=50K
Married-civ-spouse;48;48.0;HS-grad;<=50K
Married-civ-spouse;40;45.0;Some-college;<=50K
Never-married;30;24.0;9th;<=50K
Married-civ-spouse;75;40.0;Bachelors;>50K
Married-spouse-absent;40;54.0;5th-6th;<=50K
Married-civ-spouse;40;56.0;Bachelors;<=50K
Married-civ-spouse;45;49.0;Masters;<=50K
Divorced;40;42.0;Some-college;<=50K
Never-married;30;17.0;10th;<=50K
Married-civ-spouse;40;29.0;Bachelors;>50K
Married-civ-spouse;40;37.0;HS-grad;<=50K
Never-married;40;35.0;12th;<=50K
Never-married;40;19.0;HS-grad;<=50K
Married-civ-spouse;40;46.0;Prof-school;>50K
Divorced;35;67.0;Some-college;<=50K
Never-married;40;20.0;Some-college;<=50K
Never-married;40;32.0;Some-college;<=50K
Never-married;35;19.0;Some-college;<=50K
Married-civ-spouse;40;38.0;HS-grad;<=50K
Married-civ-spouse;40;40.0;7th-8th;<=50K
Never-married;40;21.0;Some-college;<=50K
Married-civ-spouse;40;30.0;Some-college;>50K
Married-civ-spouse;80;57.0;Bachelors;>50K
Married-civ-spouse;60;26.0;HS-grad;<=50K
Married-civ-spouse;40;44.0;HS-grad;<=50K
Married-civ-spouse;40;35.0;Assoc-voc;<=50K
Divorced;48;37.0;Some-college;<=50K
Married-civ-spouse;40;51.0;Masters;>50K
Never-married;40;47.0;Some-college;<=50K
Married-civ-spouse;50;43.0;Prof-school;>50K
Married-civ-spouse;40;50.0;HS-grad;<=50K
Married-civ-spouse;15;38.0;Some-college;<=50K
Married-civ-spouse;50;45.0;Some-college;>50K
Married-civ-spouse;30;40.0;Bachelors;<=50K
Married-civ-spouse;50;41.0;Masters;>50K
Married-civ-spouse;30;57.0;HS-grad;<=50K
Married-civ-spouse;50;31.0;Some-college;>50K
Married-civ-spouse;8;68.0;HS-grad;>50K
Married-civ-spouse;40;41.0;Some-college;<=50K
Married-civ-spouse;70;36.0;Masters;>50K
Married-civ-spouse;40;51.0;HS-grad;>50K
Married-civ-spouse;60;31.0;Some-college;>50K
Never-married;30;20.0;Some-college;<=50K
Never-married;40;69.0;9th;<=50K
Never-married;40;19.0;HS-grad;<=50K
Never-married;40;27.0;Some-college;<=50K
Never-married;38;23.0;Some-college;<=50K
Married-civ-spouse;40;42.0;Bachelors;<=50K
Married-civ-spouse;50;60.0;Bachelors;<=50K
Never-married;25;18.0;Some-college;<=50K
Married-civ-spouse;55;31.0;Some-college;>50K
Married-civ-spouse;40;51.0;Masters;>50K
Divorced;32;45.0;HS-grad;<=50K
Separated;32;46.0;7th-8th;<=50K
Never-married;40;18.0;HS-grad;<=50K
Never-married;15;18.0;HS-grad;<=50K
Divorced;60;47.0;Masters;>50K
Never-married;30;23.0;Some-college;<=50K
Married-civ-spouse;90;42.0;Bachelors;<=50K
Never-married;7;19.0;Some-college;<=50K
Divorced;38;21.0;HS-grad;<=50K
Never-married;40;19.0;Some-college;<=50K
Divorced;40;45.0;Bachelors;>50K
Divorced;40;31.0;HS-grad;<=50K
Never-married;40;26.0;Assoc-voc;<=50K
Divorced;40;28.0;HS-grad;<=50K
Never-married;40;26.0;Bachelors;<=50K
Never-married;40;43.0;HS-grad;<=50K
Separated;37;39.0;Some-college;<=50K
Divorced;40;43.0;HS-grad;<=50K
Married-civ-spouse;40;37.0;5th-6th;<=50K
Married-civ-spouse;40;37.0;Some-college;>50K
Divorced;40;45.0;12th;<=50K
Never-married;25;36.0;Some-college;<=50K
Never-married;41;22.0;HS-grad;<=50K
Married-civ-spouse;40;33.0;HS-grad;<=50K
Married-civ-spouse;84;57.0;Some-college;<=50K
Married-civ-spouse;45;46.0;Some-college;>50K
Divorced;38;57.0;Some-college;<=50K
Married-civ-spouse;40;61.0;5th-6th;<=50K
Married-civ-spouse;40;33.0;Masters;<=50K
Divorced;45;29.0;Assoc-voc;<=50K
Married-civ-spouse;55;48.0;HS-grad;>50K
Married-civ-spouse;40;27.0;Some-college;<=50K
Married-civ-spouse;50;46.0;Masters;>50K
Married-civ-spouse;40;41.0;Some-college;<=50K
Married-civ-spouse;60;46.0;Bachelors;>50K
Divorced;40;62.0;HS-grad;<=50K
Never-married;25;21.0;HS-grad;<=50K
Never-married;50;38.0;Some-college;<=50K
Divorced;40;40.0;Bachelors;>50K
Married-civ-spouse;56;39.0;HS-grad;<=50K
Never-married;30;41.0;Preschool;<=50K
Married-civ-spouse;30;28.0;Assoc-acdm;<=50K
Never-married;40;30.0;Bachelors;<=50K
Never-married;25;26.0;Masters;<=50K
Married-civ-spouse;20;63.0;HS-grad;<=50K
Married-civ-spouse;40;40.0;12th;>50K
Never-married;40;24.0;HS-grad;<=50K
Never-married;60;31.0;Bachelors;<=50K
Married-civ-spouse;36;30.0;Assoc-voc;>50K
Married-civ-spouse;40;42.0;7th-8th;<=50K
Married-civ-spouse;40;35.0;Masters;>50K
Never-married;40;38.0;HS-grad;<=50K
Never-married;40;33.0;HS-grad;<=50K
Married-civ-spouse;45;33.0;Assoc-voc;>50K
Married-civ-spouse;40;31.0;Assoc-acdm;<=50K
Married-civ-spouse;40;26.0;12th;<=50K
Married-civ-spouse;40;49.0;5th-6th;<=50K
Never-married;40;50.0;HS-grad;<=50K
Never-married;35;40.0;HS-grad;<=50K
Never-married;40;18.0;12th;<=50K
Divorced;40;46.0;Bachelors;<=50K
Married-civ-spouse;40;25.0;Assoc-voc;<=50K
Never-married;40;23.0;Some-college;<=50K
Married-spouse-absent;40;57.0;HS-grad;<=50K
Never-married;20;17.0;10th;<=50K
Never-married;40;30.0;Bachelors;<=50K
Never-married;40;44.0;HS-grad;<=50K
Never-married;45;43.0;Some-college;<=50K
Divorced;55;43.0;Some-college;<=50K
Married-civ-spouse;40;38.0;HS-grad;<=50K
Married-civ-spouse;50;48.0;11th;<=50K
Married-civ-spouse;40;46.0;Some-college;<=50K
Married-civ-spouse;8;36.0;Assoc-voc;<=50K
Married-civ-spouse;45;55.0;Bachelors;>50K
Never-married;40;26.0;HS-grad;<=50K
Never-married;35;38.0;Assoc-acdm;<=50K
Never-married;32;31.0;12th;<=50K
Married-civ-spouse;65;30.0;Bachelors;>50K
Married-civ-spouse;8;64.0;Some-college;<=50K
Married-civ-spouse;40;41.0;Some-college;<=50K
Widowed;40;60.0;HS-grad;<=50K
Never-married;40;48.0;10th;<=50K
Married-civ-spouse;40;52.0;7th-8th;<=50K
Divorced;40;39.0;HS-grad;<=50K
Widowed;40;64.0;11th;<=50K
Never-married;43;21.0;Some-college;<=50K
Never-married;40;17.0;12th;<=50K
Married-civ-spouse;40;30.0;Bachelors;>50K
Married-civ-spouse;40;22.0;Some-college;<=50K
Married-civ-spouse;40;50.0;Assoc-voc;>50K
Married-civ-spouse;32;36.0;Some-college;>50K
Married-civ-spouse;37;21.0;HS-grad;<=50K
Married-civ-spouse;72;43.0;5th-6th;<=50K
Never-married;18;19.0;Some-college;<=50K
Never-married;25;19.0;Some-college;<=50K
Married-civ-spouse;40;29.0;HS-grad;<=50K
Married-civ-spouse;50;48.0;HS-grad;<=50K
Divorced;40;39.0;HS-grad;<=50K
Married-civ-spouse;50;23.0;Masters;>50K
Never-married;50;26.0;Bachelors;<=50K
Married-civ-spouse;40;51.0;HS-grad;<=50K
Never-married;40;38.0;HS-grad;<=50K
Married-civ-spouse;60;25.0;12th;<=50K
Married-civ-spouse;6;22.0;Assoc-acdm;<=50K
Never-married;30;22.0;Bachelors;<=50K
Never-married;42;37.0;Bachelors;<=50K
Divorced;38;48.0;10th;<=50K
Never-married;10;17.0;10th;<=50K
Never-married;44;19.0;HS-grad;<=50K
Never-married;45;46.0;Doctorate;<=50K
Married-civ-spouse;35;67.0;HS-grad;<=50K
Never-married;40;43.0;Bachelors;>50K
Divorced;40;54.0;Bachelors;<=50K
Separated;30;21.0;11th;<=50K
Married-civ-spouse;40;66.0;Bachelors;>50K
Married-civ-spouse;60;46.0;Some-college;<=50K
Never-married;20;27.0;HS-grad;<=50K
Married-civ-spouse;99;59.0;7th-8th;<=50K
Married-civ-spouse;32;54.0;HS-grad;<=50K
Never-married;39;22.0;Some-college;<=50K
Married-civ-spouse;40;56.0;10th;<=50K
Married-civ-spouse;50;35.0;HS-grad;>50K
Divorced;40;60.0;Some-college;<=50K
Married-civ-spouse;40;32.0;Masters;>50K
Married-civ-spouse;40;54.0;Some-college;>50K
Divorced;40;42.0;Assoc-acdm;<=50K
Married-civ-spouse;4;59.0;Bachelors;<=50K
Married-civ-spouse;40;53.0;HS-grad;<=50K
Divorced;30;27.0;HS-grad;<=50K
Married-civ-spouse;20;78.0;7th-8th;<=50K
Never-married;40;55.0;Masters;<=50K
Separated;40;55.0;Bachelors;<=50K
Married-civ-spouse;40;35.0;HS-grad;>50K
Never-married;35;29.0;5th-6th;<=50K
Never-married;25;20.0;Some-college;<=50K
Never-married;45;32.0;Assoc-voc;<=50K
Married-civ-spouse;60;49.0;Assoc-voc;>50K
Never-married;25;19.0;7th-8th;<=50K
Widowed;40;71.0;Assoc-voc;<=50K
Married-civ-spouse;40;63.0;Bachelors;>50K
Never-married;30;41.0;HS-grad;<=50K
Married-civ-spouse;40;34.0;Assoc-acdm;>50K
Divorced;40;46.0;Assoc-voc;<=50K
Married-civ-spouse;38;47.0;HS-grad;<=50K
Divorced;40;55.0;Some-college;<=50K
Divorced;40;33.0;Assoc-acdm;<=50K
Never-married;40;24.0;Bachelors;<=50K
Never-married;40;44.0;Some-college;<=50K
Never-married;40;37.0;1st-4th;<=50K
Married-civ-spouse;40;56.0;Masters;>50K
Never-married;60;24.0;Bachelors;>50K
Separated;35;38.0;Prof-school;>50K
Divorced;40;36.0;10th;<=50K
Never-married;40;27.0;HS-grad;<=50K
Never-married;40;30.0;10th;<=50K
Married-civ-spouse;65;48.0;Some-college;>50K
Never-married;40;27.0;Bachelors;<=50K
Separated;35;26.0;Assoc-voc;<=50K
Married-civ-spouse;40;62.0;10th;<=50K
Never-married;40;39.0;Bachelors;<=50K
Never-married;40;29.0;HS-grad;<=50K
Married-civ-spouse;48;50.0;HS-grad;>50K
Married-civ-spouse;40;44.0;HS-grad;>50K
Married-civ-spouse;40;41.0;Some-college;<=50K
Married-civ-spouse;40;24.0;HS-grad;<=50K
Married-civ-spouse;40;43.0;Some-college;>50K
Widowed;40;51.0;1st-4th;<=50K
Never-married;36;30.0;Assoc-acdm;<=50K
Divorced;40;48.0;Masters;<=50K
Married-civ-spouse;60;42.0;Prof-school;<=50K
Married-civ-spouse;40;47.0;Assoc-voc;>50K
Married-civ-spouse;25;18.0;HS-grad;<=50K
Married-spouse-absent;40;40.0;HS-grad;<=50K
Never-married;40;36.0;Some-college;<=50K
Never-married;40;28.0;Bachelors;<=50K
Never-married;40;46.0;HS-grad;<=50K
Married-civ-spouse;40;44.0;Bachelors;>50K
Divorced;40;30.0;HS-grad;<=50K
Married-civ-spouse;40;58.0;12th;<=50K
Married-civ-spouse;35;56.0;Some-college;>50K
Married-civ-spouse;13;69.0;HS-grad;<=50K
Never-married;40;36.0;10th;<=50K
Married-civ-spouse;32;44.0;Prof-school;>50K
Never-married;43;33.0;7th-8th;<=50K
Married-civ-spouse;40;58.0;HS-grad;<=50K
