edad;sexo;alfabeto;sistema_salud;nivel_educativo;ocupacion_jerarquia;estado_civil;ingreso
32;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Incompleta;Cuenta propia;3;5000
57;hombre;Si;Obra social y mutual/prepaga/servicio de emergencia.;Superior Universitaria Completa;Director;1;80000
44;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;1;10000
33;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;5000
25;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;6000
33;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Director;4;15000
32;mujer;Si;Planes y seguros públicos;Superior Universitaria Incompleta;Cuenta propia;1;2000
57;hombre;Si;Obra social y mutual/prepaga/servicio de emergencia.;Secundaria Completa;Cuenta propia;2;30000
51;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;4;10000
24;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;5000
49;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;1;14000
61;hombre;Si;Obra social y mutual/prepaga/servicio de emergencia.;Superior Universitaria Completa;Director;1;60000
39;mujer;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;4000
54;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;4;15000
30;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;4;10000
32;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;2;1500
23;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;3;3000
27;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Incompleta;Cuenta propia;3;1200
31;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;8000
38;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;4;10000
47;mujer;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;2;10000
44;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;2;4500
53;mujer;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;4;13000
66;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;25000
45;hombre;Si;Obra social (incluye PAMI);Primaria Incompleta(incluye educación especial);Cuenta propia;4;18000
49;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;4;5000
62;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;40000
47;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;2;7000
35;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;3;14000
37;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;3;5000
41;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;15000
37;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;25000
52;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;8400
55;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Completa;Cuenta propia;1;45000
55;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;2500
27;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Director;3;18000
70;hombre;Si;Obra social y mutual/prepaga/servicio de emergencia.;Primaria Incompleta(incluye educación especial);Director;2;18000
50;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Director;1;50000
33;mujer;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;3;3000
48;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;4;5000
30;mujer;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;300
60;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;2;15000
28;mujer;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;3;2500
52;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;4;5000
37;hombre;Si;Obra social y mutual/prepaga/servicio de emergencia.;Superior Universitaria Completa;Cuenta propia;3;25000
32;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Incompleta;Cuenta propia;4;14000
58;hombre;Si;Planes y seguros públicos;Primaria Completa;Cuenta propia;2;3000
50;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Completa;Cuenta propia;3;10500
54;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;10000
40;hombre;No;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;4;4000
50;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;30000
36;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;19000
61;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;5;10000
25;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;3;20000
46;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;3;5000
30;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Primaria Completa;Cuenta propia;3;4000
32;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;17500
34;hombre;Si;No paga ni le descuentan;Primaria Completa;otro;3;2500
66;hombre;Si;Obra social y mutual/prepaga/servicio de emergencia.;Primaria Completa;Cuenta propia;1;12000
32;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;4;12000
31;hombre;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;3;20000
56;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Primaria Completa;Cuenta propia;3;15000
35;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;3000
59;hombre;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;1;14000
24;mujer;Si;No paga ni le descuentan;Secundaria Incompleta;Trabajador asalariado;4;2800
40;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;15000
64;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;16000
27;mujer;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;15000
25;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;8000
35;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;3;3000
31;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;700
30;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;16000
19;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Director;3;4000
54;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;5;1500
62;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;15000
41;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;6000
65;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Director;1;15000
37;mujer;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;1;4000
43;mujer;No;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;4;4000
66;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;1;6000
44;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;20000
60;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;5;2500
41;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;20000
30;hombre;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;3;2500
61;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;3;500
69;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;5;4000
25;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;3500
62;hombre;Si;Planes y seguros públicos;Primaria Incompleta(incluye educación especial);Cuenta propia;3;10000
78;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;10000
47;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;10000
55;hombre;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;1;20000
46;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;7000
64;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;4;5000
51;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;3;5000
57;mujer;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;17000
33;hombre;Si;No paga ni le descuentan;Secundaria Completa;otro;4;7000
68;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;4;2400
49;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;30000
34;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;2;8000
38;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;5000
36;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;5000
26;mujer;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;4;2000
27;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;4;4000
46;mujer;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;4;7000
65;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;15000
37;mujer;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;2;25000
35;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;9000
32;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;11500
41;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;12000
53;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;4;12000
57;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;10000
41;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;2;6000
25;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;100
70;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;4;2400
63;hombre;Si;No paga ni le descuentan;Primaria Completa;Director;1;20000
22;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;3;8000
54;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;8000
34;mujer;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;4;15000
32;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;4;14000
33;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Director;1;24000
21;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;18000
35;hombre;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;3;15000
58;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Director;5;22000
62;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;20000
86;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;18000
39;mujer;Si;Obra social y mutual/prepaga/servicio de emergencia.;Superior Universitaria Completa;Cuenta propia;3;20000
39;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;10000
32;mujer;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;4;8000
66;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;1;8000
33;mujer;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;4;3000
48;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;20000
63;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Director;4;8500
30;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;4;8000
41;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;3000
15;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;10000
71;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;20000
47;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;2;843
57;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;6000
39;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;1;12000
51;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Director;2;30000
36;hombre;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Director;4;20000
52;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;1;3000
72;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;2;10000
32;mujer;Si;Planes y seguros públicos;Primaria Completa;Cuenta propia;3;3000
43;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;3;4000
58;mujer;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;5;2500
58;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Director;1;30000
57;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;10000
26;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;4;3000
61;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;7000
42;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;2;20000
37;mujer;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;3;10000
51;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;3;8000
28;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;15000
44;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Completa;Cuenta propia;1;25000
56;mujer;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;4000
43;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;30000
60;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Incompleta;Cuenta propia;1;20000
40;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Director;1;50000
32;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;2000
58;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;4;8000
42;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;18000
57;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;2000
28;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;8000
23;mujer;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;3;2000
80;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;4000
54;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;3;9000
60;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;1;22000
27;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;18000
18;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;3;5000
35;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;4;10000
62;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;8000
44;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Incompleta;Cuenta propia;1;10000
63;mujer;Si;Obra social y mutual/prepaga/servicio de emergencia.;Superior Universitaria Completa;Cuenta propia;1;40000
56;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Director;1;50000
36;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;4;25000
35;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;12000
52;mujer;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;8400
46;mujer;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;15000
44;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;4;9000
39;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;50000
41;hombre;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;4;6000
66;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;4;9000
34;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;4;5000
43;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Director;1;20000
54;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;2;20000
41;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;700
36;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;9000
43;hombre;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;4;4000
29;hombre;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;4;6000
38;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Primaria Completa;Cuenta propia;4;9000
47;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Completa;Cuenta propia;4;5000
38;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;4;20000
57;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Director;1;30000
33;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Incompleta;Cuenta propia;3;8000
56;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;4000
32;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;25000
42;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;8000
25;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;3;15000
45;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;4;6000
51;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;5000
52;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;3;2000
44;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;4000
40;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Completa;Cuenta propia;3;8000
34;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;4;15000
51;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;1;16000
52;hombre;Si;No paga ni le descuentan;Sin instrucción;Cuenta propia;4;18000
49;hombre;Si;No paga ni le descuentan;Primaria Completa;Director;2;15800
46;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;3;10000
67;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Director;1;7000
57;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Director;1;4000
25;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;3;6000
51;hombre;Si;No paga ni le descuentan;Secundaria Completa;Director;1;25000
64;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;8000
26;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;4;8000
51;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Trabajador asalariado;1;13000
40;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Director;3;35000
30;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;3000
35;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Primaria Incompleta(incluye educación especial);Cuenta propia;4;10000
51;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Completa;Cuenta propia;3;18000
21;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;4000
36;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;1;14400
40;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Completa;Cuenta propia;4;40000
54;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;4;3000
34;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;4;8000
32;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;3;2000
61;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;2;8000
25;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;3;3000
61;mujer;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;2;5000
66;mujer;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;2;3000
39;hombre;Si;No paga ni le descuentan;Primaria Completa;otro;3;1500
25;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;3;5000
52;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;1;8000
65;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;10000
64;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Completa;Director;1;60000
58;mujer;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;2;2000
40;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;3;10000
36;mujer;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;3000
63;hombre;Si;Obra social (incluye PAMI);Primaria Incompleta(incluye educación especial);Cuenta propia;2;15000
24;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;3000
34;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;4;20000
72;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;3500
45;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;80000
43;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;1;8000
64;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;25000
27;mujer;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;1500
40;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;1;15000
36;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Trabajador asalariado;4;21000
30;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;7000
38;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;10000
40;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Director;1;25000
55;mujer;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;2;3000
46;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;1;20000
28;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;3;3000
42;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Director;3;15000
27;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Director;4;30000
23;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;3;20000
33;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;23000
43;mujer;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;2;3000
51;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;2;7000
40;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;3;15000
50;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Director;2;15000
48;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;7000
64;mujer;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;2;5000
29;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;5000
53;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;4000
38;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;4;40000
48;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;15000
61;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Director;4;60000
28;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;3500
49;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;4;30000
59;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;25000
44;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;30000
31;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;7500
42;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;1;3000
46;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;1;10000
62;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;25000
49;mujer;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;4;10000
38;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;6000
41;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;15000
51;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;2;8000
40;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;23000
45;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Completa;Cuenta propia;1;20000
54;hombre;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;1;2000
41;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;6000
48;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Director;2;50000
57;mujer;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;2000
67;hombre;Si;Planes y seguros públicos;Primaria Completa;Director;1;12500
55;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;2;10000
21;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;3;2000
40;hombre;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;3;8000
72;hombre;Si;Obra social (incluye PAMI);Primaria Incompleta(incluye educación especial);Cuenta propia;1;20000
46;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Completa;Director;4;60000
28;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;2;4000
42;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;2;2000
35;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;3;18000
39;mujer;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;4;8000
59;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;15000
26;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;12000
37;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;10000
32;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;2;2000
59;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;2000
67;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;2;2000
44;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;20000
24;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;3;1500
31;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;18000
46;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;26000
53;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;1;10000
65;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;1;14000
